,title,rating(y),avg_rating,lee_rating,eval_count,wish_count,cmt_count,run_time,year,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,text
219,자토이치,3.0,3.28769,4.0,23343.0,1541.0,230.0,116.0,2003.0,144,266,867,1036,2291,2756,7180,624,6656,1523,기타노다케시 기타노다케시 아사노타다노부 오구스미치요 15세관람가 액션 일본
220,상하이 나이츠,2.0,3.16771,,31570.0,392.0,129.0,110.0,2003.0,198,485,978,2218,3637,3509,11219,445,6966,1915,데이빗돕킨 성룡 오웬윌슨 톰피셔 12세관람가 액션 미국 홍콩
221,회사원,2.0,2.89357,,117535.0,2865.0,920.0,96.0,2012.0,3261,4751,7575,10926,18766,11631,32820,2082,18240,7483,임상윤 소지섭 이미연 곽도원 청소년관람불가 액션 한국
222,콜래트럴,2.0,3.46082,,28480.0,3368.0,432.0,120.0,2004.0,71,159,523,987,1890,4030,8542,1095,9063,2120,마이클만 톰크루즈 제이미폭스 브루스맥길 15세관람가 범죄 미국
223,크로우즈 제로 2,3.0,3.49094,,54905.0,1631.0,280.0,133.0,2009.0,702,802,2342,2198,4522,5531,12237,2040,14716,9815,미이케다카시 오구리슌 야마다타카유키 카네코노부아키 청소년관람불가 액션 일본
224,턱시도,3.0,3.17908,,98968.0,483.0,391.0,99.0,2002.0,581,1617,2911,6823,11563,11761,34102,1774,21809,6027,케빈도노반 성룡 제니퍼러브휴이트 제이슨아이삭스 15세관람가 액션 미국
225,미션 임파서블 2,3.0,3.65701,,142270.0,2190.0,683.0,123.0,2000.0,578,1152,2389,4604,8217,14804,32449,4918,49203,23956,오우삼 톰크루즈 더그레이스콧 탠디뉴튼 15세관람가 액션 미국
226,취권,3.0,3.70643,,82211.0,895.0,438.0,107.0,1978.0,228,354,1599,1564,3576,9134,18279,3434,31101,12942,원화평 성룡 황정리 원소전 12세관람가 액션 홍콩
227,영웅 :  천하의 시작,5.0,3.51243,,49065.0,1014.0,530.0,109.0,2002.0,168,279,1427,1316,3499,5462,13320,2148,15846,5600,장예모 이연걸 양조위 장만옥 15세관람가 액션 중국
228,트랜스포터 - 엑스트림,3.0,3.65099,,66035.0,1977.0,254.0,87.0,2005.0,192,413,1297,1956,3740,6686,16697,2016,21039,11999,루이스리터리어 케이트노타 매튜모딘 제이슨플레밍 15세관람가 액션 프랑스 미국
229,와일드 카드,2.0,3.3757,,62294.0,1064.0,254.0,114.0,2003.0,266,592,1843,2510,5565,7126,18837,1637,18396,5522,김유진 정진영 양동근 한채영 청소년관람불가 액션 한국
230,엽문 2,3.0,3.56924,,79968.0,1040.0,313.0,108.0,2010.0,305,591,1717,2813,5226,8881,20937,2670,24891,11937,엽위신 견자단 홍금보 황효명 15세관람가 액션 홍콩
231,트랜스포터,3.0,3.73704,,133958.0,3071.0,420.0,92.0,2002.0,412,646,2080,3175,6065,13892,30222,4968,46867,25631,원규 제이슨스타뎀 서기 프랑수아벨레앙 15세관람가 액션 프랑스
232,크로우즈 제로,4.0,3.48069,,95176.0,3154.0,583.0,129.0,2007.0,1062,1187,4822,3334,8541,8535,21096,3347,25776,17476,미이케다카시 오구리슌 야베쿄스케 쿠로키메이사 15세관람가 액션 일본
233,닌자 어쌔신,2.0,2.55139,,117973.0,599.0,523.0,98.0,2009.0,4423,5027,15716,8774,26423,6366,32083,835,13165,5161,제임스맥티그 정지훈 쇼코스기 벤마일즈 청소년관람불가 액션 미국 독일
234,오션스 일레븐,3.0,3.8856,,122243.0,1991.0,324.0,116.0,2001.0,443,718,2482,3442,7083,11439,29402,3973,38962,24299,올리비에메가턴 제이슨스타뎀 나탈리아루다코바 프랑수아벨레앙 12세관람가 액션 미국
235,트랜스포터 - 라스트 미션,3.0,3.68131,,213870.0,11830.0,863.0,103.0,2008.0,337,550,2117,3263,6235,21868,39063,11186,83079,46172,스티븐소더버그 조지클루니 맷데이먼 앤디가르시아 15세관람가 액션 프랑스
236,본 레거시,4.0,3.39774,,116419.0,5155.0,892.0,135.0,2012.0,1062,1570,4152,5816,11218,11228,30840,3227,31319,15987,토니길로이 제레미레너 에드워드노튼 레이첼와이즈 15세관람가 액션 미국
237,아드레날린 24,2.0,3.47059,,98031.0,2560.0,518.0,86.0,2006.0,592,933,3383,3290,8683,9018,26200,2451,29063,14418,브라이언테일러 제이슨스타뎀 에이미스마트 호세파블로칸틸로 청소년관람불가 액션 영국 미국
238,바람의 파이터,3.0,3.1457,,147447.0,722.0,329.0,120.0,2004.0,1334,2542,7199,7914,20871,12024,47406,2463,33258,12436,양윤호 양동근 히라야마아야 가토마사야 12세관람가 액션 한국
239,아라한 장풍대작전,3.0,2.89316,,232742.0,622.0,748.0,114.0,2004.0,4710,6261,18140,15515,39288,19817,72791,2684,41369,12167,류승완 류승범 윤소이 안성기 12세관람가 액션 한국
240,킬 빌 - 1부,5.0,3.73893,4.0,224403.0,8005.0,1786.0,110.0,2003.0,1040,1343,6406,4460,13673,18378,43303,13797,74836,47167,쿠엔틴타란티노 우마서먼 루시리우 비비카A폭스 청소년관람불가 액션 미국
241,엽문,3.0,3.70585,,163441.0,1864.0,568.0,106.0,2008.0,483,725,3771,3269,8917,14600,37521,6352,56720,31083,엽위신 견자단 웅대림 임달화 12세관람가 액션 홍콩
242,호빗: 스마우그의 폐허,4.0,3.80367,,162063.0,9232.0,2354.0,161.0,2013.0,829,1122,2164,4951,5833,23248,27169,13236,51827,31684,피터잭슨 베네딕트컴버배치 마틴프리먼 이안맥켈런 12세관람가 판타지 미국 뉴질랜드
243,중천,1.0,1.95485,,26413.0,151.0,330.0,102.0,2006.0,3193,2979,4722,2783,6475,983,3977,120,870,311,조동오 정우성 김태희 김광일 12세관람가 판타지 한국
244,호빗: 다섯 군대 전투,4.0,3.79774,,92687.0,6510.0,4223.0,144.0,2014.0,425,621,772,3724,2412,18398,13730,11070,26978,14557,피터잭슨 이안맥켈런 마틴프리먼 리처드아미티지 12세관람가 판타지 미국 뉴질랜드
245,무극,1.0,2.23342,,5841.0,52.0,146.0,101.0,2005.0,267,373,924,418,1839,183,1368,20,372,77,천카이거 장동건 장백지 사나다히로유키 12세관람가 판타지 한국 미국 중국
246,구미호 가족,1.0,2.07155,,6237.0,164.0,75.0,102.0,2006.0,333,486,1254,497,1986,125,1197,11,266,82,이형곤 주현 박준규 하정우 15세관람가 판타지 한국
247,천녀유혼 2 - 인간도,4.0,3.6021,,24626.0,824.0,120.0,103.0,1990.0,95,153,628,609,1693,2182,6279,764,8119,4104,정소동 장국영 왕조현 우마 15세관람가 판타지 홍콩
248,천녀유혼,4.0,3.37344,,42300.0,1245.0,233.0,98.0,2011.0,416,605,1885,1672,4288,3636,11018,1142,12172,5466,엽위신 고천락 유역비 여소군 12세관람가 판타지 중국
249,해리 포터와 아즈카반의 죄수,4.0,3.85926,,394171.0,2105.0,1043.0,141.0,2004.0,1042,1570,5263,8259,14327,38596,79718,19206,127502,98688,알폰소쿠아론 다니엘래드클리프 엠마왓슨 루퍼트그린트 전체관람가 판타지 미국 영국
250,캐리비안의 해적 - 블랙 펄의 저주,5.0,3.95951,3.0,423345.0,4206.0,957.0,143.0,2003.0,844,1318,4107,6584,12273,37118,71414,22672,152547,114468,고어버빈스키 조니뎁 키이라나이틀리 올랜도블룸 12세관람가 판타지 미국
251,스파이더맨,3.0,3.7782,,402779.0,2607.0,1065.0,121.0,2002.0,867,1565,4534,7888,15482,41481,90523,16575,146969,76895,샘레이미 토비맥과이어 커스틴던스트 윌렘데포 12세관람가 판타지 미국
252,타이탄,3.0,3.03687,2.0,134138.0,1445.0,433.0,106.0,2010.0,1319,2555,8019,7677,21677,9403,45733,1423,25860,10472,루이스리터리어 샘워싱턴 리암니슨 랄프파인즈 12세관람가 판타지 영국 미국
253,배트맨 비긴즈,5.0,3.94308,,299713.0,8113.0,1617.0,139.0,2005.0,541,779,2849,3972,8416,27982,51480,18486,110929,74279,크리스토퍼놀란 크리스찬베일 리암니슨 케이티홈즈 12세관람가 판타지 미국
254,엑스맨 탄생: 울버린,2.0,3.56268,2.0,242334.0,3535.0,786.0,107.0,2009.0,1525,2560,5882,9271,17318,22961,61581,7051,72778,41407,개빈후드 휴잭맨 리브슈라이버 대니휴스턴 12세관람가 판타지 미국
255,반 헬싱,2.0,3.27605,,152578.0,2262.0,420.0,131.0,2004.0,791,1996,4656,8194,16832,14629,50544,2696,38499,13741,스티븐소머즈 휴잭맨 케이트베킨세일 슐러헨슬리 15세관람가 판타지 미국 체코
256,핸콕,3.0,3.37124,2.0,250752.0,3364.0,968.0,92.0,2008.0,1029,2502,5688,11941,23586,26300,80392,5272,68831,25211,피터버그 윌스미스 샤를리즈테론 제이슨베이트먼 12세관람가 판타지 미국
257,가위손,5.0,3.92325,4.0,253170.0,18791.0,1530.0,100.0,1990.0,545,777,3416,3428,8794,20949,42701,18223,92983,61354,팀버튼 조니뎁 위노나라이더 다이안위스트 15세관람가 판타지 미국
258,해리 포터와 혼혈 왕자,4.0,3.72513,,391327.0,2421.0,830.0,153.0,2009.0,1478,2232,9040,10381,23229,33888,89694,13518,115309,92558,데이빗예이츠 다니엘래드클리프 엠마왓슨 루퍼트그린트 전체관람가 판타지 영국 미국
259,찰리와 초콜릿 공장,4.0,3.69906,3.0,524525.0,2939.0,1765.0,114.0,2005.0,1254,2751,8670,13502,29743,54278,122449,25304,170146,96428,팀버튼 조니뎁 프레디하이모어 미시파일 전체관람가 판타지 미국 영국
260,기다리다 미쳐,4.0,2.17996,,6630.0,118.0,103.0,108.0,2007.0,322,461,1165,484,2002,205,1533,16,377,65,류승진 장근석 손태영 장희진 15세관람가 로맨스 멜로 한국
261,키친,3.0,2.70387,,31812.0,1202.0,303.0,102.0,2009.0,804,1587,2245,3573,6349,2850,9383,350,3693,978,홍지영 신민아 주지훈 김태우 15세관람가 로맨스 멜로 한국
262,백만장자의 첫사랑,3.0,2.26912,,19692.0,225.0,291.0,116.0,2006.0,1041,1206,3595,1366,5176,701,4440,80,1581,506,김태균 현빈 이연희 이한솔 12세관람가 로맨스 멜로 한국
263,슬픔보다 더 슬픈 이야기,1.0,3.26909,,46468.0,2998.0,425.0,105.0,2009.0,999,1148,2866,2465,5256,4200,10433,1935,10382,6784,원태연 권상우 이보영 이범수 15세관람가 로맨스 멜로 한국
264,시월애,4.0,3.40057,,67927.0,8032.0,465.0,94.0,2000.0,310,654,2180,2690,6254,7370,19571,2527,19274,7097,이현승 이정재 전지현 조승연 12세관람가 로맨스 멜로 한국
265,...ing,3.0,2.98247,,58547.0,1872.0,238.0,110.0,2003.0,496,1050,4420,3198,9500,4307,20117,683,11009,3767,이언희 임수정 김래원 이미숙 12세관람가 로맨스 멜로 한국
266,클로저,4.0,3.70706,,93960.0,16343.0,1405.0,103.0,2004.0,272,461,2569,2180,5578,9601,19541,6146,29628,17984,마이크니콜스 나탈리포트만 주드로 줄리아로버츠 청소년관람불가 로맨스 멜로 미국
267,"다만, 널 사랑하고 있어",3.0,3.59537,,146081.0,11726.0,867.0,116.0,2006.0,937,1412,5037,4742,10854,13241,33071,6226,42346,28215,신조타케히코 타마키히로시 미야자키아오이 우에하라미사 12세관람가 로맨스 멜로 일본
268,너는 내 운명,3.0,3.70567,,220017.0,10034.0,665.0,121.0,2005.0,676,1011,4366,4585,12245,18817,52023,8729,75963,41602,박진표 전도연 황정민 나문희 청소년관람불가 로맨스 멜로 한국
269,"지금, 만나러 갑니다",3.0,3.8818,,230978.0,16121.0,1493.0,118.0,2004.0,822,1101,5393,4016,11479,16596,40739,13260,71663,65909,도이노부히로 타케우치유코 나카무라시도 타케이아카시 12세관람가 로맨스 멜로 일본
270,아이 인사이드,3.0,3.41171,,11796.0,4220.0,152.0,93.0,2003.0,42,78,421,420,878,1331,3518,329,3707,1072,롤란드수소리흐터 라이언필립 사라폴리 파이퍼페라보 15세관람가 스릴러 미국
271,더 재킷,3.0,3.45044,,25315.0,4823.0,260.0,102.0,2005.0,100,196,658,1035,2018,3098,6885,1006,7895,2424,존메이버리 애드리언브로디 키이라나이틀리 크리스크리스토퍼슨 15세관람가 스릴러 미국 영국 독일
272,10억,2.0,2.56288,,151143.0,1139.0,736.0,114.0,2009.0,5373,6934,18924,12551,33577,9874,39826,1439,16838,5807,조민호 박해일 박희순 신민아 15세관람가 스릴러 한국
273,데스 노트,1.0,3.04751,,239536.0,1122.0,943.0,126.0,2006.0,4689,6422,16578,15255,35044,19926,67570,4697,47113,22242,카네코슈스케 후지와라타츠야 마츠야마켄이치 호소카와시게키 12세관람가 스릴러 일본
274,디스터비아,3.0,3.31497,,79644.0,2308.0,435.0,104.0,2007.0,243,702,2294,3644,7332,10206,26083,1884,21955,5301,D.J.카루소 샤이아라보프 사라로머 데이빗모스 12세관람가 스릴러 미국
275,바닐라 스카이,5.0,3.68957,,126071.0,13782.0,872.0,135.0,2001.0,724,1158,3995,5277,10541,15576,34495,4923,36400,12982,페르난도메이렐레스 줄리안무어 마크러팔로 가엘가르시아베르날 청소년관람불가 스릴러 미국
276,눈먼 자들의 도시,3.0,3.41917,,104270.0,15627.0,1099.0,120.0,2008.0,360,499,2952,2283,6689,9270,22634,6542,33243,19798,카메론크로우 톰크루즈 페넬로페크루즈 카메론디아즈 청소년관람불가 스릴러 미국 캐나다 일본
277,식스 센스,3.0,4.12837,,317642.0,20274.0,1799.0,107.0,1999.0,581,567,2778,2628,5893,21145,36866,27075,117997,102112,M.나이트샤말란 브루스윌리스 할리조엘오스먼트 토니콜렛 12세관람가 스릴러 미국
278,프레스티지,3.0,3.77823,,109165.0,21254.0,1615.0,130.0,2006.0,324,396,2623,2030,4788,12245,19876,8897,38057,19929,크리스토퍼놀란 휴잭맨 크리스찬베일 마이클케인 15세관람가 스릴러 영국 미국
279,더 게임,2.0,3.2152,,177380.0,3385.0,603.0,116.0,2007.0,1532,2733,8508,9128,22869,15500,52786,3983,43809,16532,윤인호 신하균 변희봉 손현주 15세관람가 스릴러 한국
280,데스 노트 - 라스트 네임,1.0,2.95679,,207363.0,876.0,518.0,139.0,2006.0,4054,4676,20179,10318,35864,12025,58259,2634,39045,20309,카네코슈스케 후지와라타츠야 마츠야마켄이치 나카무라시도 12세관람가 스릴러 미국 일본
281,폰 부스,4.0,3.77328,,213158.0,7320.0,1295.0,81.0,2002.0,524,747,4565,3561,10375,18814,42932,11162,78580,41898,조엘슈마허 콜린파렐 포레스트휘태커 키퍼서덜랜드 12세관람가 스릴러 미국
282,설국열차,3.0,3.75864,,465284.0,17081.0,5418.0,125.0,2013.0,1527,2701,4950,14099,16756,66892,88687,35320,160974,73378,봉준호 크리스에반스 송강호 고아성 15세관람가 SF 한국
283,13층,3.0,3.7336,,45383.0,12772.0,703.0,98.0,1999.0,111,182,1202,833,2234,4549,8945,2877,16588,7862,조세프루스낵 크레이그비에코 그레첸몰 아민뮬러스탈 12세관람가 SF 독일 미국
284,점퍼,3.0,3.40473,,238729.0,3683.0,1097.0,88.0,2008.0,1181,2846,4895,12631,21073,27955,70146,6609,65740,25653,더그라이만 헤이든크리스텐슨 사무엘L잭슨 제이미벨 15세관람가 SF 미국
285,12 몽키즈,4.0,3.73529,,69224.0,10617.0,785.0,129.0,1995.0,148,291,1393,1261,3616,6894,14192,4272,25425,11732,테리길리암 브루스윌리스 매들린스토우 브래드피트 15세관람가 SF 미국
286,디스트릭트 9,4.0,3.82466,,227763.0,11087.0,2334.0,112.0,2009.0,1028,1319,4822,4662,11537,20371,38363,19329,76006,50326,닐블롬캠프 샬토코플리 제이슨코프 바네사헤이우드 청소년관람불가 SF 미국 뉴질랜드 캐나다 남아프리카 공화국
287,클로버필드,4.0,3.32635,3.0,87499.0,5057.0,948.0,85.0,2008.0,849,1028,4328,3841,9684,8575,22726,2951,23272,10245,맷리브스 리지캐플란 TJ밀러 제시카루카스 15세관람가 SF 미국
288,아부의 왕,1.0,2.47844,2.0,25064.0,432.0,195.0,118.0,2012.0,1210,1563,2939,2464,5582,1740,6276,216,2354,720,정승구 성동일 송새벽 한채아 15세관람가 코미디 한국
289,퍼스트 어벤져,3.0,3.44168,,192925.0,4786.0,1616.0,123.0,2011.0,901,2046,5144,9385,16585,24708,52663,7402,49353,24738,조존스톤 크리스에반스 휴고위빙 토미리존스 12세관람가 판타지 미국
290,챔프,1.0,2.90725,,11772.0,558.0,95.0,133.0,2011.0,207,344,982,822,2082,874,3476,162,1922,901,이환경 차태현 유오성 박하선 12세관람가 드라마 한국
291,너는 펫,1.0,2.28755,,35824.0,432.0,338.0,110.0,2011.0,2396,2012,6281,2590,8486,1414,8524,128,3065,928,김병곤 김하늘 장근석 강하늘 12세관람가 로맨틱 코미디 한국
292,전국노래자랑,1.0,2.60612,,39843.0,846.0,387.0,112.0,2012.0,1666,2224,3925,4317,7599,3167,10866,446,4101,1532,이종필 김인권 류현경 유연석 12세관람가 코미디 한국
293,루퍼,4.0,3.48206,,93535.0,16363.0,1261.0,119.0,2012.0,288,561,2032,3416,6295,13240,25718,3554,30097,8334,라이언존슨 조셉고든레빗 브루스윌리스 에밀리블런트 청소년관람불가 SF 미국
294,다크 섀도우,3.0,2.74808,,30649.0,2513.0,682.0,112.0,2012.0,730,1339,1872,3835,5814,2874,9108,317,3861,899,팀버튼 조니뎁 에바그린 미쉘파이퍼 15세관람가 로맨틱 코미디 미국
295,소스 코드,4.0,3.70224,,232416.0,12798.0,1744.0,93.0,2011.0,482,961,3364,5486,11430,27109,52436,13185,82530,35433,던칸존스 제이크질렌할 미쉘모나한 제프리라이트 12세관람가 SF 미국 프랑스
296,점쟁이들,3.0,2.39666,,33605.0,346.0,437.0,119.0,2012.0,1498,1860,4755,2979,8409,1689,8467,154,2996,798,신정원 김수로 강예원 곽도원 15세관람가 코미디 한국
297,가문의 영광5-가문의 귀환,1.0,2.3923,,48766.0,284.0,258.0,104.0,2012.0,4514,2823,8046,3841,8484,3091,9982,603,4749,2633,정용기 정준호 김민정 유동근 15세관람가 코미디 한국
298,알투비:리턴투베이스,1.0,2.4328,2.0,59970.0,597.0,592.0,113.0,2012.0,4623,3850,7983,5638,11307,4200,13534,577,6021,2237,김동원 정지훈 이종석 유준상 15세관람가 액션 한국
299,돈의 맛,1.0,2.52439,,87350.0,1325.0,657.0,115.0,2012.0,3657,4589,9147,8958,19576,6338,24014,699,8178,2194,임상수 김강우 백윤식 윤여정 청소년관람불가 스릴러 한국
300,토르: 천둥의 신,3.0,3.42266,,271491.0,3859.0,1415.0,112.0,2011.0,1544,3193,7844,13207,25326,29300,76022,7567,69791,37697,케네스브래너 크리스헴스워스 나탈리포트만 안소니홉킨스 12세관람가 판타지 미국
301,웜 바디스,4.0,3.18514,,164400.0,7616.0,1960.0,96.0,2013.0,2972,4411,6405,13087,17231,22602,43937,5275,35124,13356,조나단레빈 니콜라스홀트 테레사팔머 존말코비치 15세관람가 코미디 미국
302,간기남,3.0,2.62985,,132392.0,1148.0,503.0,117.0,2012.0,4360,5514,15647,9522,28774,7242,37099,990,16669,6575,김형준 박희순 박시연 주상욱 청소년관람불가 스릴러 한국
303,간첩,2.0,2.74421,,29203.0,634.0,329.0,115.0,2012.0,535,1105,1875,2906,5952,2544,9767,245,3477,797,우민호 김명민 염정아 유해진 15세관람가 드라마 한국
304,은교,4.0,2.98298,,267130.0,4468.0,1630.0,129.0,2012.0,4164,6295,16427,18565,42308,25362,85441,4827,47759,15982,정지우 박해일 김고은 김무열 청소년관람불가 로맨스 멜로 한국
305,브레이킹 던 part1,3.0,3.51084,2.0,245946.0,2640.0,566.0,117.0,2011.0,4628,3961,13543,9505,21187,18155,50448,7420,58202,58897,빌콘돈 로버트패틴슨 크리스틴스튜어트 테일러로트너 15세관람가 판타지 미국
306,오블리비언,3.0,3.44597,,115861.0,7316.0,1565.0,124.0,2013.0,600,1159,2401,5509,8228,17768,31259,4950,33597,10390,조셉코신스키 톰크루즈 모건프리먼 올가쿠릴렌코 15세관람가 SF 미국
307,만추,2.0,3.31623,4.0,114578.0,13304.0,1625.0,115.0,2010.0,985,1622,5843,5026,12566,12215,29658,5054,29058,12551,김태용 현빈 탕웨이 제임스C번스 15세관람가 로맨스 멜로 미국 한국
308,원스,4.0,3.91168,5.0,292357.0,28848.0,2449.0,86.0,2006.0,832,1305,4454,5366,11127,25553,48281,21670,99658,74111,존카니 글렌핸사드 마케타잉글로바 시낸허프 전체관람가 로맨스 멜로 아일랜드
309,잘 알지도 못하면서,3.0,3.38022,,19557.0,4621.0,367.0,126.0,2008.0,159,232,765,705,1753,2535,4890,833,6065,1620,홍상수 김태우 고현정 엄지원 청소년관람불가 로맨스 멜로 한국
310,혹성탈출: 진화의 시작,4.0,3.71281,,317125.0,6811.0,1905.0,106.0,2011.0,1298,1700,5901,6986,16375,34513,65558,21634,112597,50563,루퍼트와이어트 제임스프랭코 프리다핀토 앤디서키스 12세관람가 SF 미국
311,그랜 토리노,3.0,3.89082,4.0,55288.0,12569.0,1095.0,116.0,2008.0,117,140,1235,679,2082,5069,8491,5957,19881,11637,클린트이스트우드 클린트이스트우드 크리스토퍼칼리 비방 12세관람가 드라마 미국
312,렛 미 인,3.0,3.7045,,93380.0,19619.0,1368.0,114.0,2008.0,404,585,2541,2241,5399,9506,18402,7115,30537,16650,토마스알프레드슨 카레헤레브란트 리나레안데르손 카린베그퀴스트 15세관람가 공포 스웨덴
313,밀리언 달러 베이비,3.0,3.76991,,91013.0,13700.0,721.0,133.0,2004.0,230,328,1554,1542,3807,9213,18717,6107,34028,15487,클린트이스트우드 클린트이스트우드 힐러리스웽크 모건프리먼 12세관람가 드라마 미국
314,디파티드,3.0,3.65439,,75924.0,12466.0,997.0,151.0,2006.0,156,287,1791,1559,4206,8309,17213,4206,27756,10441,마틴스콜세지 레오나르도디카프리오 맷데이먼 잭니콜슨 15세관람가 범죄 미국
315,허트 로커,3.0,3.79193,4.0,84703.0,12957.0,1340.0,130.0,2008.0,202,268,2201,1141,4211,7302,15370,6867,31050,16091,캐스린비글로우 제레미레너 안소니마키 브라이언게라그티 15세관람가 전쟁 미국
316,슬럼독 밀리어네어,2.0,3.89361,,228416.0,20226.0,1426.0,120.0,2008.0,494,652,2527,3394,6830,24030,37440,17680,89429,45940,대니보일 루비아나알리 마드허미탈 아슈토시로보가지와라 15세관람가 드라마 영국 미국
317,해바라기,3.0,3.79847,,279004.0,5309.0,1101.0,116.0,2006.0,1156,1740,7022,6315,16277,20523,53876,13155,86159,72781,강석범 김래원 김해숙 허이재 15세관람가 액션 한국
318,리미트리스,3.0,3.86227,,165067.0,15227.0,1844.0,105.0,2011.0,332,563,1812,3646,5477,19374,28887,11324,59071,34581,닐버거 브래들리쿠퍼 로버트드니로 애비코니쉬 15세관람가 SF 미국
319,토르: 다크 월드,3.0,3.61026,,201155.0,8272.0,2260.0,112.0,2013.0,1064,1973,3163,8912,10646,30419,45172,9784,60075,29947,앨런테일러 크리스헴스워스 나탈리포트만 톰히들스턴 12세관람가 판타지 미국
320,인정사정 볼 것 없다,3.0,3.5132,,92673.0,4674.0,440.0,112.0,1999.0,278,507,2037,2300,6244,10160,26653,3025,32105,9364,이명세 안성기 박중훈 장동건 12세관람가 액션 한국
321,범죄의 재구성,3.0,3.79031,4.0,170286.0,9963.0,872.0,116.0,2004.0,350,660,2171,3112,6433,17306,34239,8687,67576,29752,최동훈 박신양 백윤식 염정아 청소년관람불가 범죄 한국
322,미션 임파서블,4.0,4.07217,,228146.0,6790.0,920.0,110.0,1996.0,276,365,1476,1925,3928,17772,30771,14587,91244,65802,브라이언드팔마 톰크루즈 빙라메스 바네사레드그레이브 15세관람가 액션 미국
323,21,3.0,3.5912,,139467.0,5397.0,671.0,122.0,2008.0,389,943,2490,4922,7854,17443,35213,5886,46077,18250,로버트루케틱 짐스터게스 케빈스페이시 케이트보스워스 15세관람가 범죄 미국
324,파수꾼,5.0,3.96741,,83412.0,20916.0,2212.0,117.0,2010.0,257,330,1155,1288,2454,8412,10796,10716,29022,18982,윤성현 이제훈 서준영 박정민 15세관람가 드라마 한국
325,콘스탄틴,3.0,3.82444,,260318.0,10892.0,1800.0,120.0,2005.0,694,1202,3688,5456,11426,24772,50285,15423,90565,56807,프란시스로렌스 키아누리브스 레이첼와이즈 샤이아라보프 15세관람가 판타지 미국
326,클라우드 아틀라스,3.0,3.25892,,78467.0,15123.0,1471.0,172.0,2012.0,943,1447,4105,4481,9384,8019,19819,3397,18212,8660,라나워쇼스키 톰행크스 휴그랜트 배두나 청소년관람불가 SF 미국 독일
327,나우 유 씨 미 : 마술사기단,3.0,3.51799,,266590.0,11429.0,3144.0,115.0,2013.0,1774,3477,5125,14406,17676,38677,62680,13628,75206,33941,루이스리터리어 제시아이젠버그 마크러팔로 우디해럴슨 12세관람가 범죄 미국 프랑스
